Sexo;Ciclo;Nivel de formación más apropiado para realizar su trabajo;Total
Hombres;Técnico superior en automatización y robótica industrial;Formación profesional de grado medio / bachillerato;166
Hombres;Técnico superior en automatización y robótica industrial;Formación profesional básica;21
Hombres;Técnico superior en automatización y robótica industrial;ESO, EGB, etc ...;91
Hombres;Técnico superior en automatización y robótica industrial;No consta;27
Hombres;11 - ENERGÍA Y AGUA;Total trabajando;574
Hombres;11 - ENERGÍA Y AGUA;Título universitario;74
Hombres;11 - ENERGÍA Y AGUA;Formación profesional de grado superior;336
Hombres;11 - ENERGÍA Y AGUA;Formación profesional de grado medio / bachillerato;90
Hombres;11 - ENERGÍA Y AGUA;Formación profesional básica;18
Hombres;11 - ENERGÍA Y AGUA;ESO, EGB, etc ...;56
Hombres;11 - ENERGÍA Y AGUA;No consta;0
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Total trabajando;2.883
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Título universitario;170
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Formación profesional de grado superior;1.729
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Formación profesional de grado medio / bachillerato;508
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Formación profesional básica;130
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;ESO, EGB, etc ...;252
Hombres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;No consta;95
Hombres;14 - EDIFICACIÓN Y OBRA CIVIL;Total trabajando;939
Hombres;14 - EDIFICACIÓN Y OBRA CIVIL;Título universitario;166
Hombres;14 - EDIFICACIÓN Y OBRA CIVIL;Formación profesional de grado superior;506
Hombres;14 - EDIFICACIÓN Y OBRA CIVIL;Formación profesional de grado medio / bachillerato;70
Hombres;14 - EDIFICACIÓN Y OBRA CIVIL;Formación profesional básica;74
Hombres;14 - EDIFICACIÓN Y OBRA CIVIL;ESO, EGB, etc ...;104
Hombres;14 - EDIFICACIÓN Y OBRA CIVIL;No consta;19
Hombres;Técnico superior en proyectos de edificación;Total trabajando;495
Hombres;Técnico superior en proyectos de edificación;Título universitario;74
Hombres;Técnico superior en proyectos de edificación;Formación profesional de grado superior;253
Hombres;Técnico superior en proyectos de edificación;Formación profesional de grado medio / bachillerato;38
Hombres;Técnico superior en proyectos de edificación;Formación profesional básica;56
Hombres;Técnico superior en proyectos de edificación;ESO, EGB, etc ...;75
Hombres;Técnico superior en proyectos de edificación;No consta;0
Hombres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Total trabajando;444
Hombres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Título universitario;92
Hombres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Formación profesional de grado superior;253
Hombres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Formación profesional de grado medio / bachillerato;32
Hombres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Formación profesional básica;18
Hombres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;ESO, EGB, etc ...;29
Hombres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;No consta;19
Hombres;18 - ARTES GRÁFICAS;Total trabajando;272
Hombres;18 - ARTES GRÁFICAS;Título universitario;31
Hombres;18 - ARTES GRÁFICAS;Formación profesional de grado superior;146
Hombres;18 - ARTES GRÁFICAS;Formación profesional de grado medio / bachillerato;17
Hombres;18 - ARTES GRÁFICAS;Formación profesional básica;26
Hombres;18 - ARTES GRÁFICAS;ESO, EGB, etc ...;46
Hombres;18 - ARTES GRÁFICAS;No consta;6
Hombres;19 - IMAGEN Y SONIDO;Total trabajando;2.035
Hombres;19 - IMAGEN Y SONIDO;Título universitario;309
Hombres;19 - IMAGEN Y SONIDO;Formación profesional de grado superior;1.023
Hombres;19 - IMAGEN Y SONIDO;Formación profesional de grado medio / bachillerato;173
Hombres;19 - IMAGEN Y SONIDO;Formación profesional básica;74
Hombres;19 - IMAGEN Y SONIDO;ESO, EGB, etc ...;360
Hombres;19 - IMAGEN Y SONIDO;No consta;96
Hombres;Técnico superior en sonido para audiovisuales y espectáculos;Total trabajando;562
Hombres;Técnico superior en sonido para audiovisuales y espectáculos;Título universitario;69
Hombres;Técnico superior en sonido para audiovisuales y espectáculos;Formación profesional de grado superior;324
Hombres;Técnico superior en sonido para audiovisuales y espectáculos;Formación profesional de grado medio / bachillerato;37
Hombres;Técnico superior en sonido para audiovisuales y espectáculos;Formación profesional básica;26
Hombres;Técnico superior en sonido para audiovisuales y espectáculos;ESO, EGB, etc ...;106
Hombres;Técnico superior en sonido para audiovisuales y espectáculos;No consta;0
Hombres;Técnico superior en Producción de audiovisuales y espectáculos;Total trabajando;253
Hombres;Técnico superior en Producción de audiovisuales y espectáculos;Título universitario;32
Hombres;Técnico superior en Producción de audiovisuales y espectáculos;Formación profesional de grado superior;123
Hombres;Técnico superior en Producción de audiovisuales y espectáculos;Formación profesional de grado medio / bachillerato;25
Hombres;Técnico superior en Producción de audiovisuales y espectáculos;Formación profesional básica;13
Hombres;Técnico superior en Producción de audiovisuales y espectáculos;ESO, EGB, etc ...;56
Hombres;Técnico superior en Producción de audiovisuales y espectáculos;No consta;5
Hombres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Total trabajando;602
Hombres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Título universitario;98
Hombres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Formación profesional de grado superior;278
Hombres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Formación profesional de grado medio / bachillerato;43
Hombres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Formación profesional básica;24
Hombres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;ESO, EGB, etc ...;114
Hombres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;No consta;45
Hombres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Total trabajando;619
Hombres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Título universitario;109
Hombres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Formación profesional de grado superior;299
Hombres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Formación profesional de grado medio / bachillerato;68
Hombres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Formación profesional básica;12
Hombres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;ESO, EGB, etc ...;84
Hombres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;No consta;47
Hombres;20 - INFORMÁTICA Y COMUNICACIONES;Total trabajando;6.442
Hombres;20 - INFORMÁTICA Y COMUNICACIONES;Título universitario;1.320
Hombres;20 - INFORMÁTICA Y COMUNICACIONES;Formación profesional de grado superior;4.161
Hombres;20 - INFORMÁTICA Y COMUNICACIONES;Formación profesional de grado medio / bachillerato;517
Hombres;20 - INFORMÁTICA Y COMUNICACIONES;Formación profesional básica;60
Hombres;20 - INFORMÁTICA Y COMUNICACIONES;ESO, EGB, etc ...;354
Hombres;20 - INFORMÁTICA Y COMUNICACIONES;No consta;30
Hombres;Técnico superior en administración de sistemas informáticos en red;Total trabajando;3.254
Hombres;Técnico superior en administración de sistemas informáticos en red;Título universitario;429
Hombres;Técnico superior en administración de sistemas informáticos en red;Formación profesional de grado superior;2.147
Hombres;Técnico superior en administración de sistemas informáticos en red;Formación profesional de grado medio / bachillerato;390
Hombres;Técnico superior en administración de sistemas informáticos en red;Formación profesional básica;26
Hombres;Técnico superior en administración de sistemas informáticos en red;ESO, EGB, etc ...;233
Hombres;Técnico superior en administración de sistemas informáticos en red;No consta;30
Hombres;Técnico superior en desarrollo de aplicaciones multiplataforma;Total trabajando;1.830
Hombres;Técnico superior en desarrollo de aplicaciones multiplataforma;Título universitario;553
Hombres;Técnico superior en desarrollo de aplicaciones multiplataforma;Formación profesional de grado superior;1.109
Hombres;Técnico superior en desarrollo de aplicaciones multiplataforma;Formación profesional de grado medio / bachillerato;54
Hombres;Técnico superior en desarrollo de aplicaciones multiplataforma;Formación profesional básica;28
Hombres;Técnico superior en desarrollo de aplicaciones multiplataforma;ESO, EGB, etc ...;84
Hombres;Técnico superior en desarrollo de aplicaciones multiplataforma;No consta;0
Hombres;Técnico superior en desarrollo de aplicaciones web;Total trabajando;1.358
Hombres;Técnico superior en desarrollo de aplicaciones web;Título universitario;338
Hombres;Técnico superior en desarrollo de aplicaciones web;Formación profesional de grado superior;905
Hombres;Técnico superior en desarrollo de aplicaciones web;Formación profesional de grado medio / bachillerato;73
Hombres;Técnico superior en desarrollo de aplicaciones web;Formación profesional básica;5
Hombres;Técnico superior en desarrollo de aplicaciones web;ESO, EGB, etc ...;37
Hombres;Técnico superior en desarrollo de aplicaciones web;No consta;0
Hombres;21 - ADMINISTRACIÓN Y GESTIÓN;Total trabajando;4.222
Hombres;21 - ADMINISTRACIÓN Y GESTIÓN;Título universitario;675
Hombres;21 - ADMINISTRACIÓN Y GESTIÓN;Formación profesional de grado superior;2.220
Hombres;21 - ADMINISTRACIÓN Y GESTIÓN;Formación profesional de grado medio / bachillerato;476
Hombres;21 - ADMINISTRACIÓN Y GESTIÓN;Formación profesional básica;157
Hombres;21 - ADMINISTRACIÓN Y GESTIÓN;ESO, EGB, etc ...;694
Hombres;21 - ADMINISTRACIÓN Y GESTIÓN;No consta;0
Hombres;Técnico superior en asistencia a la dirección;Total trabajando;353
Hombres;Técnico superior en asistencia a la dirección;Título universitario;68
Hombres;Técnico superior en asistencia a la dirección;Formación profesional de grado superior;115
Hombres;Técnico superior en asistencia a la dirección;Formación profesional de grado medio / bachillerato;82
Hombres;Técnico superior en asistencia a la dirección;Formación profesional básica;19
Hombres;Técnico superior en asistencia a la dirección;ESO, EGB, etc ...;70
Hombres;Técnico superior en asistencia a la dirección;No consta;0
Hombres;Técnico superior en administración y finanzas;Total trabajando;3.869
Hombres;Técnico superior en administración y finanzas;Título universitario;606
Hombres;Técnico superior en administración y finanzas;Formación profesional de grado superior;2.105
Hombres;Técnico superior en administración y finanzas;Formación profesional de grado medio / bachillerato;395
Hombres;Técnico superior en administración y finanzas;Formación profesional básica;138
Hombres;Técnico superior en administración y finanzas;ESO, EGB, etc ...;624
Hombres;Técnico superior en administración y finanzas;No consta;0
Hombres;22 - COMERCIO Y MARKETING;Total trabajando;2.922
Hombres;22 - COMERCIO Y MARKETING;Título universitario;789
Hombres;22 - COMERCIO Y MARKETING;Formación profesional de grado superior;1.323
Hombres;22 - COMERCIO Y MARKETING;Formación profesional de grado medio / bachillerato;277
Hombres;22 - COMERCIO Y MARKETING;Formación profesional básica;182
Hombres;22 - COMERCIO Y MARKETING;ESO, EGB, etc ...;295
Hombres;22 - COMERCIO Y MARKETING;No consta;56
Hombres;Técnico superior en comercio internacional;Total trabajando;745
Hombres;Técnico superior en comercio internacional;Título universitario;128
Hombres;Técnico superior en comercio internacional;Formación profesional de grado superior;370
Hombres;Técnico superior en comercio internacional;Formación profesional de grado medio / bachillerato;59
Hombres;Técnico superior en comercio internacional;Formación profesional básica;40
Hombres;Técnico superior en comercio internacional;ESO, EGB, etc ...;138
Hombres;Técnico superior en comercio internacional;No consta;11
Hombres;Técnico superior en transporte y logística;Total trabajando;420
Hombres;Técnico superior en transporte y logística;Título universitario;55
Hombres;Técnico superior en transporte y logística;Formación profesional de grado superior;209
Hombres;Técnico superior en transporte y logística;Formación profesional de grado medio / bachillerato;43
Hombres;Técnico superior en transporte y logística;Formación profesional básica;69
Hombres;Técnico superior en transporte y logística;ESO, EGB, etc ...;32
Hombres;Técnico superior en transporte y logística;No consta;11
Hombres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Total trabajando;1.757
Hombres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Título universitario;606
Hombres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Formación profesional de grado superior;744
Hombres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Formación profesional de grado medio / bachillerato;176
Hombres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Formación profesional básica;73
Hombres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;ESO, EGB, etc ...;124
Hombres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;No consta;35
Hombres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Total trabajando;1.568
Hombres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Título universitario;357
Hombres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Formación profesional de grado superior;652
Hombres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Formación profesional de grado medio / bachillerato;242
Hombres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Formación profesional básica;65
Hombres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ESO, EGB, etc ...;220
Hombres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;No consta;32
Hombres;Técnico superior en educación infantil;Total trabajando;538
Hombres;Técnico superior en educación infantil;Título universitario;78
Hombres;Técnico superior en educación infantil;Formación profesional de grado superior;258
Hombres;Técnico superior en educación infantil;Formación profesional de grado medio / bachillerato;74
Hombres;Técnico superior en educación infantil;Formación profesional básica;15
Hombres;Técnico superior en educación infantil;ESO, EGB, etc ...;113
Hombres;Técnico superior en educación infantil;No consta;0
Hombres;Técnico superior en animación sociocultural y turística;Total trabajando;286
Hombres;Técnico superior en animación sociocultural y turística;Título universitario;85
Hombres;Técnico superior en animación sociocultural y turística;Formación profesional de grado superior;98
Hombres;Técnico superior en animación sociocultural y turística;Formación profesional de grado medio / bachillerato;29
Hombres;Técnico superior en animación sociocultural y turística;Formación profesional básica;8
Hombres;Técnico superior en animación sociocultural y turística;ESO, EGB, etc ...;54
Hombres;Técnico superior en animación sociocultural y turística;No consta;13
Hombres;Técnico superior en integración social;Total trabajando;682
Hombres;Técnico superior en integración social;Título universitario;171
Hombres;Técnico superior en integración social;Formación profesional de grado superior;274
Hombres;Técnico superior en integración social;Formación profesional de grado medio / bachillerato;129
Hombres;Técnico superior en integración social;Formación profesional básica;40
Hombres;Técnico superior en integración social;ESO, EGB, etc ...;49
Hombres;Técnico superior en integración social;No consta;19
Hombres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Total trabajando;62
Hombres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Título universitario;23
Hombres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Formación profesional de grado superior;23
Hombres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Formación profesional de grado medio / bachillerato;10
Hombres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Formación profesional básica;2
Hombres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;ESO, EGB, etc ...;4
Hombres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;No consta;0
Hombres;24 - HOSTELERÍA Y TURISMO;Total trabajando;1.655
Hombres;24 - HOSTELERÍA Y TURISMO;Título universitario;157
Hombres;24 - HOSTELERÍA Y TURISMO;Formación profesional de grado superior;936
Hombres;24 - HOSTELERÍA Y TURISMO;Formación profesional de grado medio / bachillerato;323
Hombres;24 - HOSTELERÍA Y TURISMO;Formación profesional básica;85
Hombres;24 - HOSTELERÍA Y TURISMO;ESO, EGB, etc ...;114
Hombres;24 - HOSTELERÍA Y TURISMO;No consta;40
Hombres;Técnico superior en gestión de alojamientos turísticos;Total trabajando;224
Hombres;Técnico superior en gestión de alojamientos turísticos;Título universitario;22
Hombres;Técnico superior en gestión de alojamientos turísticos;Formación profesional de grado superior;125
Hombres;Técnico superior en gestión de alojamientos turísticos;Formación profesional de grado medio / bachillerato;28
Hombres;Técnico superior en gestión de alojamientos turísticos;Formación profesional básica;20
Hombres;Técnico superior en gestión de alojamientos turísticos;ESO, EGB, etc ...;18
Hombres;Técnico superior en gestión de alojamientos turísticos;No consta;12
Hombres;Técnico superior en guía, información y asistencias turísticas;Total trabajando;267
Hombres;Técnico superior en guía, información y asistencias turísticas;Título universitario;41
Hombres;Técnico superior en guía, información y asistencias turísticas;Formación profesional de grado superior;131
Hombres;Técnico superior en guía, información y asistencias turísticas;Formación profesional de grado medio / bachillerato;40
Hombres;Técnico superior en guía, información y asistencias turísticas;Formación profesional básica;11
Hombres;Técnico superior en guía, información y asistencias turísticas;ESO, EGB, etc ...;33
Hombres;Técnico superior en guía, información y asistencias turísticas;No consta;11
Hombres;Técnico superior en agencias de viajes y gestión de eventos;Total trabajando;195
Hombres;Técnico superior en agencias de viajes y gestión de eventos;Título universitario;29
Hombres;Técnico superior en agencias de viajes y gestión de eventos;Formación profesional de grado superior;138
Hombres;Técnico superior en agencias de viajes y gestión de eventos;Formación profesional de grado medio / bachillerato;10
Hombres;Técnico superior en agencias de viajes y gestión de eventos;Formación profesional básica;0
Hombres;Técnico superior en agencias de viajes y gestión de eventos;ESO, EGB, etc ...;18
Hombres;Técnico superior en agencias de viajes y gestión de eventos;No consta;0
Hombres;TS en dirección de cocina y TS en dirección de servicios de restauración;Total trabajando;970
Hombres;TS en dirección de cocina y TS en dirección de servicios de restauración;Título universitario;65
Hombres;TS en dirección de cocina y TS en dirección de servicios de restauración;Formación profesional de grado superior;543
Hombres;TS en dirección de cocina y TS en dirección de servicios de restauración;Formación profesional de grado medio / bachillerato;245
Hombres;TS en dirección de cocina y TS en dirección de servicios de restauración;Formación profesional básica;54
Hombres;TS en dirección de cocina y TS en dirección de servicios de restauración;ESO, EGB, etc ...;46
Hombres;TS en dirección de cocina y TS en dirección de servicios de restauración;No consta;18
Hombres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Total trabajando;4.087
Hombres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Título universitario;1.033
Hombres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Formación profesional de grado superior;1.868
Hombres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Formación profesional de grado medio / bachillerato;298
Hombres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Formación profesional básica;396
Hombres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;ESO, EGB, etc ...;358
Hombres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;No consta;134
Hombres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Total trabajando;202
Hombres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Título universitario;13
Hombres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Formación profesional de grado superior;124
Hombres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Formación profesional de grado medio / bachillerato;20
Hombres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Formación profesional básica;5
Hombres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;ESO, EGB, etc ...;35
Hombres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;No consta;5
Mujeres;Total;Total trabajando;45.039
Mujeres;Total;Título universitario;10.359
Mujeres;Total;Formación profesional de grado superior;21.240
Mujeres;Total;Formación profesional de grado medio / bachillerato;6.196
Mujeres;Total;Formación profesional básica;1.893
Mujeres;Total;ESO, EGB, etc ...;4.592
Mujeres;Total;No consta;759
Mujeres;01 - AGRARIA;Total trabajando;242
Mujeres;01 - AGRARIA;Título universitario;30
Mujeres;01 - AGRARIA;Formación profesional de grado superior;143
Mujeres;01 - AGRARIA;Formación profesional de grado medio / bachillerato;17
Mujeres;01 - AGRARIA;Formación profesional básica;9
Mujeres;01 - AGRARIA;ESO, EGB, etc ...;35
Mujeres;01 - AGRARIA;No consta;8
Mujeres;Técnico superior en gestión forestal y del medio natural;Total trabajando;162
Mujeres;Técnico superior en gestión forestal y del medio natural;Título universitario;16
Mujeres;Técnico superior en gestión forestal y del medio natural;Formación profesional de grado superior;95
Mujeres;Técnico superior en gestión forestal y del medio natural;Formación profesional de grado medio / bachillerato;12
Mujeres;Técnico superior en gestión forestal y del medio natural;Formación profesional básica;6
Mujeres;Técnico superior en gestión forestal y del medio natural;ESO, EGB, etc ...;30
Mujeres;Técnico superior en gestión forestal y del medio natural;No consta;2
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Total trabajando;79
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Título universitario;13
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Formación profesional de grado superior;48
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Formación profesional de grado medio / bachillerato;4
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Formación profesional básica;3
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;ESO, EGB, etc ...;5
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;No consta;5
Mujeres;02 - MARÍTIMO-PESQUERA;Total trabajando;38
Mujeres;02 - MARÍTIMO-PESQUERA;Título universitario;7
Mujeres;02 - MARÍTIMO-PESQUERA;Formación profesional de grado superior;18
Mujeres;02 - MARÍTIMO-PESQUERA;Formación profesional de grado medio / bachillerato;5
Mujeres;02 - MARÍTIMO-PESQUERA;Formación profesional básica;4
Mujeres;02 - MARÍTIMO-PESQUERA;ESO, EGB, etc ...;4
Mujeres;02 - MARÍTIMO-PESQUERA;No consta;0
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Total trabajando;199
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Título universitario;33
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Formación profesional de grado superior;99
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Formación profesional de grado medio / bachillerato;36
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Formación profesional básica;8
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;ESO, EGB, etc ...;17
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;No consta;5
Mujeres;04 - QUÍMICA;Total trabajando;703
Mujeres;04 - QUÍMICA;Título universitario;131
Mujeres;04 - QUÍMICA;Formación profesional de grado superior;458
Mujeres;04 - QUÍMICA;Formación profesional de grado medio / bachillerato;73
Mujeres;04 - QUÍMICA;Formación profesional básica;25
Mujeres;04 - QUÍMICA;ESO, EGB, etc ...;17
Mujeres;04 - QUÍMICA;No consta;0
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Total trabajando;564
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Título universitario;121
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Formación profesional de grado superior;343
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Formación profesional de grado medio / bachillerato;69
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Formación profesional básica;15
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;ESO, EGB, etc ...;17
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;No consta;0
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Total trabajando;140
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Título universitario;10
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Formación profesional de grado superior;115
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Formación profesional de grado medio / bachillerato;5
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Formación profesional básica;10
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;ESO, EGB, etc ...;0
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;No consta;0
Mujeres;05 - IMAGEN PERSONAL;Total trabajando;1.699
Mujeres;05 - IMAGEN PERSONAL;Título universitario;207
Mujeres;05 - IMAGEN PERSONAL;Formación profesional de grado superior;895
Mujeres;05 - IMAGEN PERSONAL;Formación profesional de grado medio / bachillerato;214
Mujeres;05 - IMAGEN PERSONAL;Formación profesional básica;84
Mujeres;05 - IMAGEN PERSONAL;ESO, EGB, etc ...;277
Mujeres;05 - IMAGEN PERSONAL;No consta;21
Mujeres;Técnico superior en estética integral y bienestar;Total trabajando;1.063
Mujeres;Técnico superior en estética integral y bienestar;Título universitario;93
Mujeres;Técnico superior en estética integral y bienestar;Formación profesional de grado superior;583
Mujeres;Técnico superior en estética integral y bienestar;Formación profesional de grado medio / bachillerato;131
Mujeres;Técnico superior en estética integral y bienestar;Formación profesional básica;45
Mujeres;Técnico superior en estética integral y bienestar;ESO, EGB, etc ...;195
Mujeres;Técnico superior en estética integral y bienestar;No consta;15
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Total trabajando;636
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Título universitario;114
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Formación profesional de grado superior;312
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Formación profesional de grado medio / bachillerato;83
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Formación profesional básica;39
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;ESO, EGB, etc ...;82
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;No consta;6
Mujeres;06 - SANIDAD;Total trabajando;8.451
Mujeres;06 - SANIDAD;Título universitario;3.230
Mujeres;06 - SANIDAD;Formación profesional de grado superior;3.062
Mujeres;06 - SANIDAD;Formación profesional de grado medio / bachillerato;818
Mujeres;06 - SANIDAD;Formación profesional básica;450
Mujeres;06 - SANIDAD;ESO, EGB, etc ...;748
Mujeres;06 - SANIDAD;No consta;142
Mujeres;Técnico superior en audiología protésica;Total trabajando;324
Mujeres;Técnico superior en audiología protésica;Título universitario;103
Mujeres;Técnico superior en audiología protésica;Formación profesional de grado superior;174
Mujeres;Técnico superior en audiología protésica;Formación profesional de grado medio / bachillerato;10
Mujeres;Técnico superior en audiología protésica;Formación profesional básica;7
Mujeres;Técnico superior en audiología protésica;ESO, EGB, etc ...;5
Mujeres;Técnico superior en audiología protésica;No consta;25
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Total trabajando;2.295
